NAMER	GENDER	SOURCES
MARCELINO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
PERE	M	[3, 1, 2, 15, 8, 1*]
JUAN PABLO	M	[18, 1, 2]
FERMIN	M	[11, 7, 12, 15, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
MARTI	M	[15, 2, 19, 5, 8, 1, 6, 3, 1*]
PEDRO ANTONIO	M	[1]
LLUIS	M	[3, 1, 2*, 2, 15, 8, 1*]
GUILLEM	M	[3, 1, 2, 15, 8, 1*]
ANTONI	A	[7, 15, 2, 19, 8, 2*, 1, 3, 1*]
ANDER	M	[10, 7, 4, 5, 19, 1, 6, 2, 1*]
MARCO ANTONIO	M	[1, 5, 2]
YOUSSEF	M	[1*, 1, 2]
JOSE ENRIQUE	M	[1, 2]
ERIK	M	[1, 19, 6, 2, 4, 5, 1*]
CARLOS ALBERTO	M	[1]
ANGEL LUIS	M	[1]
AURELIO	M	[9, 11, 7, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
JUAN IGNACIO	M	[1]
ABRAHAM	M	[9, 11, 7, 12, 2, 4, 5, 8, 19, 18, 1, 16, 6, 3, 1*]
FRANCISCO JESUS	M	[1]
XABIER	M	[9, 4, 5, 19, 1, 16, 6, 2, 1*]
SAID	M	[1, 2, 5, 2*, 1*]
ALEIX	M	[11, 15, 2, 4, 5, 8, 1, 6, 3]
GORKA	M	[10, 11, 19, 1, 2]
JERONIMO	M	[11, 7, 12, 15, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
JULEN	M	[10, 7, 4, 5, 19, 1, 6, 2, 1*]
JACINTO	M	[11, 7, 12, 15, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
ROMAN	M	[9, 12, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
FERRAN	M	[15, 2, 4, 5, 8, 19, 1, 6, 3, 1*]
EUSEBIO	M	[9, 11, 7, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
GUSTAVO	M	[9, 11, 7, 12, 17, 2, 4, 5, 19, 1, 6, 3, 1*]
JOSE JUAN	M	[1]
LUIS FERNANDO	M	[1]
MANUEL ANGEL	M	[1]
VICTORIANO	M	[11, 4, 5, 18, 1, 16, 6, 1*]
DAMIAN	M	[9, 11, 7, 12, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
LUIS MANUEL	M	[1]
LEONARDO	M	[9, 11, 7, 12, 17, 2, 4, 5, 18, 1, 16, 6, 3, 18*, 1*]
CARLOS JAVIER	M	[1]
YERAY	A	[1*, 1, 2]
RACHID	M	[1, 6, 2, 4, 5, 1*]
ISIDORO	M	[9, 11, 7, 12, 15, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
ENRIC	M	[3, 1, 2, 15, 8, 1*]
PEDRO LUIS	M	[1]
ENZO	M	[7, 2, 4, 5, 1, 6, 3, 1*]
JAN	M	[2, 4, 5, 8, 2*, 1, 6, 3, 1*]
JUAN BAUTISTA	M	[1, 7]
ARMANDO	M	[9, 11, 7, 12, 17, 2, 4, 5, 1, 6, 3, 1*]
JOSE DAVID	M	[1, 2]
BLAS	M	[11, 7, 12, 15, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
TEODORO	M	[9, 11, 12, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
DIONISIO	M	[11, 7, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
SANTOS	A	[9, 11, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
GINES	M	[11, 7, 12, 4, 5, 18, 1, 16, 6, 3, 1*]
CANDIDO	M	[9, 11, 7, 12, 4, 5, 18, 1, 16, 6, 3, 1*]
JUSTO	M	[11, 12, 4, 5, 18, 1, 16, 6, 3, 1*]
JOSE JOAQUIN	M	[1, 2]
EDUARD	M	[3, 1, 2, 15, 8, 1*]
FLORENCIO	M	[9, 11, 7, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
ALI	A	[11, 2, 4, 5, 2*, 1, 6, 3, 1*]
JUAN MARIA	M	[18, 1, 5]
ENEKO	M	[10, 11, 2, 19, 1, 3]
JAIRO	M	[11, 7, 12, 4, 5, 1, 6, 2, 1*]
FRANCISCO ANTONIO	M	[1]
EDGAR	M	[11, 7, 12, 2, 4, 5, 8, 1, 6, 3, 1*]
EMILIANO	M	[9, 11, 7, 15, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
IAN	M	[11, 7, 2, 4, 5, 1, 6, 3, 1*]
JULIO CESAR	M	[1]
MUSTAPHA	M	[1, 2]
EMILIO JOSE	M	[1]
SERAFIN	M	[9, 11, 15, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
JOSE ANDRES	M	[1, 2]
LUIS ANTONIO	M	[1, 2]
MAXIMO	M	[11, 17, 19, 5, 1, 16, 3, 9, 7, 12, 15, 4, 18, 6, 2, 1*]
BIEL	M	[15, 2, 8, 1, 3]
JESUS ANGEL	M	[1]
FAUSTINO	M	[9, 7, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
SIMON	M	[9, 11, 7, 12, 15, 17, 4, 5, 19, 18, 1, 16, 6, 2, 1*]
LUIS ANGEL	M	[1, 2]
LUIS MARIA	M	[18, 1]
NIL	M	[11, 15, 2, 4, 5, 8, 1, 3]
FIDEL	M	[9, 11, 7, 12, 15, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
IGOR	M	[9, 11, 2, 4, 5, 19, 1, 6, 3, 1*]
RAMIRO	M	[9, 11, 7, 12, 17, 2, 4, 5, 18, 1, 6, 3, 1*]
JACOBO	M	[11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 2, 1*]
ALEXIS	A	[9, 11, 2, 4, 5, 18, 1, 6, 3, 1*]
CLAUDIO	M	[9, 11, 7, 12, 17, 2, 4, 5, 18, 1, 16, 6, 3, 18*, 1*]
AMADOR	M	[9, 11, 7, 17, 4, 5, 8, 18, 1, 16, 6, 3, 1*]
EZEQUIEL	M	[9, 7, 12, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
ALEXANDRE	M	[9, 15, 2, 4, 5, 8, 1, 6, 3, 1*]
MANUEL ANTONIO	M	[1]
FRANCISCO MIGUEL	M	[1]
ROGELIO	M	[11, 7, 12, 17, 4, 5, 1, 6, 3, 1*]
PEDRO MANUEL	M	[1]
ANDREU	M	[3, 1, 2, 15, 8, 1*]
HASSAN	M	[11, 7, 2, 4, 5, 2*, 1, 6, 3, 1*]
YAGO	M	[11, 12, 2, 4, 5, 1, 6, 3, 1*]
ION	M	[1, 6, 2, 4, 5, 1*]
LUCIANO	M	[9, 11, 12, 4, 5, 18, 1, 16, 6, 3, 1*]
JOSE FERNANDO	M	[1]
JUAN DIEGO	M	[1, 2]
LUCA	M	[1, 16, 6, 2, 4, 5, 1*]
JUAN DIOS	M	[1]
JOSE DANIEL	M	[1, 2]
JOAQUIM	M	[15, 2, 5, 8, 1, 6, 3, 1*]
ILDEFONSO	M	[9, 11, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
JUAN VICENTE	M	[1]
MODESTO	M	[9, 11, 7, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
JORGE LUIS	M	[1]
CARLOS MANUEL	M	[1]
IBAI	M	[10, 19, 5, 1, 6, 2]
MANUEL JOSE	M	[1]
DYLAN	M	[1, 6, 2, 4, 5, 2*, 1*]
JUAN ANDRES	M	[1, 2]
FLORENTINO	M	[9, 11, 7, 4, 5, 18, 1, 16, 6, 3, 14, 1*]
ANTONIO JAVIER	M	[1]
MAURO	M	[9, 11, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
LEANDRO	M	[9, 11, 7, 12, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
ANTONIO MIGUEL	M	[1]
CAYETANO	M	[11, 7, 12, 15, 17, 4, 5, 18, 1, 16, 6, 3, 18*, 1*]
MUHAMMAD	M	[7, 4, 5, 2*, 1, 6, 2, 1*]
GAEL	A	[9, 17, 2, 4, 5, 8, 1, 6, 3, 1*]
ANTONIO LUIS	M	[1]
LUIS JAVIER	M	[1]
IAGO	M	[9, 11, 12, 17, 2, 4, 5, 1, 6, 3, 1*]
ARITZ	M	[10, 1, 19, 2]
JOSUE	M	[11, 7, 12, 17, 2, 4, 5, 18, 1, 6, 3, 1*]
PAULINO	M	[9, 11, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
LUIS CARLOS	M	[1, 2]
AIMAR	A	[10, 12, 2, 4, 5, 19, 1, 6, 3]
CONSTANTINO	M	[9, 11, 7, 12, 15, 4, 5, 18, 1, 16, 6, 3, 1*]
PEDRO JESUS	M	[1]
PEDRO MARIA	M	[1]
RAYAN	A	[1*, 1, 2*, 2]
ELADIO	M	[7, 17, 4, 5, 18, 1, 6, 3, 1*]
FABIAN	M	[9, 11, 7, 12, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
AVELINO	M	[9, 11, 7, 4, 5, 18, 1, 16, 6, 3, 1*]
KHALID	M	[1, 5, 6, 2]
CELESTINO	M	[9, 11, 7, 15, 17, 4, 5, 18, 1, 16, 6, 3, 18*, 1*]
NESTOR	M	[9, 11, 7, 2, 4, 5, 8, 19, 18, 1, 16, 6, 3, 1*]
MANEL	A	[15, 2, 5, 8, 2*, 1, 6, 3, 1*]
SATURNINO	M	[11, 17, 4, 5, 18, 1, 16, 6, 3, 14, 1*]
FRANCESC XAVIER	M	[1, 2]
JUAN ANGEL	M	[1]
ANGEL MANUEL	M	[1]
ROBERT	M	[2, 4, 5, 8, 1, 6, 3, 1*]
VASILE	M	[1, 1*]
GHEORGHE	M	[1, 1*]
HAMZA	M	[1, 7, 6, 2, 5, 1*]
RUFINO	M	[9, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
ABDELLAH	M	[1*, 1, 2]
AYOUB	M	[1*, 1, 2]
IMANOL	M	[10, 11, 2, 4, 5, 19, 1, 6, 3, 1*]
MARKEL	M	[1, 19, 2]
ALAN	M	[9, 11, 12, 2, 4, 5, 1, 6, 3, 1*]
BILAL	M	[3, 1, 6, 2, 4, 5, 1*]
GASPAR	M	[9, 11, 7, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
MARCELO	M	[9, 11, 7, 12, 15, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
OIER	M	[10, 1, 19, 7]
RICARD	M	[3, 1, 2, 15, 8, 1*]
THIAGO	M	[7, 4, 5, 2*, 1, 16, 6, 2, 1*]
FABIO	M	[9, 11, 7, 12, 2, 4, 5, 19, 18, 1, 6, 3, 1*]
HICHAM	M	[1*, 1, 2]
ANDONI	M	[10, 7, 19, 4, 5, 1, 6, 1*]
ABDELKADER	M	[1]
BRAIS	M	[1, 9, 2]
CLEMENTE	M	[9, 11, 7, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
BASILIO	M	[9, 11, 7, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
JOSU	M	[10, 1, 19, 7, 4, 1*]
RAIMUNDO	M	[9, 11, 7, 12, 15, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
JUAN ALBERTO	M	[1]
BERNAT	M	[3, 1, 2, 15, 19, 8, 1*]
FERNANDO JOSE	M	[1]
IOAN	M	[1, 1*]
JESUS ANTONIO	M	[1]
FELICIANO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
LUIS ENRIQUE	M	[1]
HILARIO	M	[9, 11, 7, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
BRAHIM	M	[1, 2, 5, 1*]
ANGEL MARIA	M	[18, 1]
ROBERTO CARLOS	M	[1, 2]
DIDAC	M	[3, 1, 2, 15, 8, 1*]
JOSEBA	M	[10, 1, 19, 7, 4, 5, 1*]
EVARISTO	M	[9, 11, 7, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
MARCEL	M	[15, 2, 4, 5, 8, 1, 6, 3, 1*]
MARCIAL	M	[9, 11, 12, 15, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
NOEL	A	[9, 11, 6*, 2, 4, 5, 8, 5*, 1, 4*, 6, 3, 1*]
ELISEO	M	[7, 12, 15, 17, 4, 5, 19, 18, 1, 16, 6, 3, 18*, 1*]
LAUREANO	M	[9, 11, 7, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
PEDRO PABLO	M	[1]
IBRAHIM	M	[1, 11, 2, 4, 2*, 1*]
ABDELAZIZ	M	[1]
PATRICIO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
NARCISO	M	[9, 11, 12, 15, 17, 5, 18, 1, 16, 6, 3, 1*]
ANTON	M	[9, 11, 2, 4, 5, 8, 19, 1, 16, 6, 3, 1*]
ANTONIO FRANCISCO	M	[1]
BENIGNO	M	[9, 11, 7, 12, 4, 5, 18, 1, 16, 6, 1*]
ANAS	M	[1, 3, 2, 1*]
FRANCISCO LUIS	M	[1]
BERNARDINO	M	[11, 7, 12, 15, 4, 5, 19, 18, 1, 16, 6, 1*]
CECILIO	M	[9, 11, 7, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
MAURICIO	M	[9, 11, 7, 12, 15, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
ADAN	M	[9, 7, 12, 17, 2, 4, 5, 18, 1, 6, 3, 1*]
SEGUNDO	M	[9, 11, 12, 15, 4, 5, 19, 18, 1, 16, 6, 14, 1*]
CONSTANTIN	M	[1, 6, 4, 5, 1*]
JUAN DAVID	M	[1, 2]
LEOPOLDO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 18*, 1*]
PEDRO JAVIER	M	[1]
CAMILO	M	[9, 11, 7, 12, 15, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
ABDERRAHIM	M	[1]
BRIAN	M	[9, 11, 7, 4, 5, 18, 1, 6, 2, 1*]
MANUEL ALEJANDRO	M	[1]
YASSINE	M	[1*, 1, 2]
KARIM	M	[1, 11, 6, 2, 4, 5, 1*]
MICHAEL	M	[1, 6, 2, 4, 5, 1*]
MARIAN	A	[1, 6, 2, 4, 5, 1*]
VALERIANO	M	[9, 11, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
ALAIN	M	[10, 11, 4, 5, 19, 1, 6, 2, 1*]
CARLOS JOSE	M	[1]
DEMETRIO	M	[9, 11, 7, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
HAMID	M	[1, 4, 1*]
ROQUE	M	[9, 11, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
CESAREO	M	[9, 4, 5, 18, 1, 16, 6, 1*]
PELAYO	M	[11, 7, 12, 15, 4, 5, 18, 1, 6, 3, 1*]
PEDRO MIGUEL	M	[1]
FRANCISCO BORJA	M	[1]
JOSE GABRIEL	M	[1]
OCTAVIO	M	[9, 11, 12, 17, 4, 5, 18, 1, 6, 3, 1*]
RODOLFO	M	[9, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
AXEL	M	[9, 11, 7, 2, 4, 5, 1, 6, 3]
MAX	M	[11, 2, 4, 5, 8, 1, 6, 3, 1*]
JOSE FELIX	M	[1]
FRANCISCO ASIS	M	[1]
JESUS MIGUEL	M	[1]
JOSE PEDRO	M	[1]
CIPRIANO	M	[11, 7, 15, 4, 5, 18, 1, 16, 6, 3, 14, 1*]
FLORIN	M	[1, 1*]
ANASTASIO	M	[9, 11, 7, 15, 19, 5, 18, 1, 16, 6, 3, 18*, 14, 1*]
BERNABE	A	[11, 7, 15, 4, 5, 18, 1, 16, 6, 3, 1*]
BIENVENIDO	M	[11, 7, 12, 15, 4, 5, 18, 1, 6, 3, 1*]
JOSE RAFAEL	M	[1]
LUCIO	M	[9, 11, 7, 15, 17, 4, 5, 18, 1, 16, 6, 1*]
LAZARO	M	[9, 11, 7, 12, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
NICOLAE	M	[1, 1*]
LUIS FRANCISCO	M	[1]
DENIS	A	[10, 9, 11, 2, 4, 5, 19, 1, 6, 3, 1*]
ELOI	M	[9, 2, 4, 5, 8, 19, 1, 6, 3]
MANUEL FRANCISCO	M	[1]
BALTASAR	M	[9, 11, 7, 4, 5, 8, 19, 18, 1, 16, 6, 3, 1*]
ANSELMO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
PAUL	M	[10, 11, 4, 5, 19, 2*, 1, 16, 6, 2, 1*]
ABDESLAM	M	[1]
AMADEO	M	[9, 11, 7, 4, 5, 18, 1, 6, 3, 1*]
LLUC	M	[3, 1, 2, 15, 8, 1*]
IGNASI	M	[3, 1, 2, 15, 4, 8, 1*]
MAMADOU	M	[1*, 1, 2]
JAMAL	M	[4, 5, 1, 6, 2]
ALBERTO JOSE	M	[1]
JUAN ENRIQUE	M	[1]
BEÑAT	M	[1, 19]
PLACIDO	M	[11, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
ISMAIL	M	[1, 2, 4, 5, 1*]
DRISS	M	[1, 1*]
EULOGIO	M	[7, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
JOSE DOMINGO	M	[1]
JESUS JAVIER	M	[1]
JOSE ALEJANDRO	M	[1]
CELSO	M	[9, 11, 7, 17, 4, 5, 18, 1, 16, 6, 1*]
FULGENCIO	M	[11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
ZAKARIA	M	[1*, 1, 2]
TEOFILO	M	[9, 11, 12, 17, 4, 5, 19, 18, 1, 16, 6, 3, 14, 1*]
CASIMIRO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 14, 1*]
PABLO JOSE	M	[1]
NOAH	A	[1, 6, 2, 4, 5, 1*]
JORGE JUAN	M	[1]
AZIZ	A	[1, 2*, 1*]
ANIBAL	M	[11, 7, 12, 17, 4, 5, 18, 1, 6, 2, 1*]
VICTOR JOSE	M	[1, 2]
CARLOS ENRIQUE	M	[1]
VICENT	M	[1, 3, 15, 8, 1*]
BALDOMERO	M	[9, 11, 7, 17, 4, 5, 18, 1, 6, 3, 1*]
SAMIR	M	[1, 6, 2, 4, 5, 1*]
HERMINIO	M	[9, 11, 17, 4, 5, 1, 6, 1*]
JUAN GABRIEL	M	[1]
VICENTE JOSE	M	[1]
ALESSANDRO	M	[1, 11, 6, 2, 4, 5, 1*]
ORLANDO	M	[9, 11, 7, 4, 5, 1, 6, 1*]
LUIS ALFONSO	M	[1]
MAXIMINO	M	[9, 11, 17, 4, 5, 19, 18, 1, 16, 6, 1*]
IBON	M	[1, 19]
NOE	M	[9, 11, 7, 12, 2, 4, 5, 5*, 18, 1, 4*, 6, 3, 1*]
JUAN FERNANDO	M	[1]
ALEXANDRU	M	[1, 1*]
GUSTAVO ADOLFO	M	[1]
MARCOS ANTONIO	M	[1]
MOUSSA	M	[1*, 1, 2]
IBAN	M	[1, 19, 1*]
JOSE PABLO	M	[1]
TEO	M	[11, 4, 5, 8, 1, 6, 2]
NORBERTO	M	[9, 11, 7, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
AYMAN	M	[1*, 3, 1, 2]
NABIL	M	[1, 6, 2, 4, 5, 1*]
UNAX	M	[10, 1, 19, 2]
AQUILINO	M	[9, 11, 4, 5, 18, 1, 16, 6, 3, 1*]
ALEJANDRO JOSE	M	[1, 2]
YASSIN	M	[1, 2, 2*, 1*]
EDUARDO JOSE	M	[1]
JOSE TOMAS	M	[1]
VIDAL	M	[9, 11, 17, 2, 4, 5, 8, 18, 1, 16, 6, 3, 1*]
GAIZKA	M	[10, 1, 19]
MARINO	M	[11, 4, 5, 19, 18, 1, 16, 6, 1*]
ANTONIO MARIA	M	[18, 1]
ADIL	M	[1, 6, 2, 4, 5, 1*]
CARLOS ANTONIO	M	[1]
LUIS EDUARDO	M	[1]
KILIAN	M	[1, 6, 2, 4, 8, 1*]
GUMERSINDO	M	[9, 11, 7, 4, 5, 19, 1, 6, 1*]
JOSE JESUS	M	[1]
MARIUS	M	[3, 1, 2, 1*]
BONIFACIO	M	[9, 11, 7, 12, 4, 5, 18, 1, 16, 6, 3, 14, 1*]
STEFAN	M	[1, 6, 4, 5, 1*]
VICTORINO	M	[11, 17, 4, 5, 18, 1, 16, 6, 18*, 14, 1*]
MELCHOR	M	[9, 11, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
MIHAI	M	[1, 1*]
ANTONIO DAVID	M	[1, 2]
HIPOLITO	M	[9, 11, 7, 12, 15, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
MIGUEL ANTONIO	M	[1]
YOUNES	M	[1, 2]
JOSE ALFONSO	M	[1]
ROSENDO	M	[9, 11, 7, 12, 4, 5, 18, 1, 16, 6, 3, 1*]
JOSE EMILIO	M	[1]
MAXIMILIANO	M	[9, 11, 12, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
ARSENIO	M	[9, 11, 7, 17, 4, 5, 18, 1, 6, 3, 1*]
JOSE EDUARDO	M	[1]
AMIR	M	[9, 11, 2, 4, 5, 8, 2*, 1, 6, 3, 1*]
JESUS ALBERTO	M	[1]
PEDRO ANGEL	M	[1]
VIRGILIO	M	[11, 17, 4, 5, 19, 18, 1, 6, 3, 1*]
ELEUTERIO	M	[9, 7, 17, 4, 5, 19, 18, 1, 16, 6, 3, 14, 1*]
ADAY	M	[1*, 1, 2]
HIGINIO	M	[11, 7, 15, 4, 5, 18, 1, 16, 6, 3, 1*]
ISAIAS	M	[9, 11, 7, 12, 2, 4, 5, 18, 1, 6, 3, 18*, 1*]
ENRIQUE JOSE	M	[1]
ANGEL JOSE	M	[1]
FRANCISCO RAMON	M	[1]
YOEL	M	[11, 4, 5, 1, 6, 2]
NOUREDDINE	M	[1]
AUGUSTO	M	[9, 11, 7, 12, 15, 17, 4, 5, 19, 18, 1, 6, 3, 1*]
ALEJO	M	[11, 7, 12, 15, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
ANXO	M	[1, 9, 1*]
LIAM	M	[1, 6, 2, 4, 5, 2*, 1*]
CARLOS ANDRES	M	[1]
PEDRO JUAN	M	[1]
JOSE JULIAN	M	[1]
NACHO	M	[12, 17, 2, 4, 5, 1, 3]
EDER	M	[11, 19, 5, 1, 2]
ANDREI	M	[7, 4, 5, 2*, 1, 6, 2, 1*]
URBANO	M	[11, 7, 17, 4, 5, 19, 18, 1, 16, 6, 3, 14, 1*]
MIMOUN	M	[1]
JOSE RAUL	M	[1]
DIEGO JOSE	M	[1]
JORGE MANUEL	M	[1]
LANDER	M	[19, 4, 5, 1, 6]
ABELARDO	M	[9, 11, 7, 17, 4, 5, 1, 6, 3, 1*]
ROC	M	[3, 1, 8, 2]
LUIS FELIPE	M	[1]
SEVERINO	M	[9, 11, 15, 17, 4, 5, 19, 18, 1, 16, 6, 14, 1*]
BRYAN	M	[1, 6, 2, 4, 5, 1*]
ARKAITZ	M	[10, 1]
IMRAN	M	[1*, 1, 2]
CEFERINO	M	[9, 11, 7, 4, 5, 18, 1, 16, 6, 3, 1*]
VENANCIO	M	[9, 11, 12, 4, 5, 18, 1, 16, 6, 3, 1*]
JOSE BENITO	M	[1]
BELTRAN	M	[9, 11, 7, 12, 17, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
JUAN RAFAEL	M	[1]
ENDIKA	M	[10, 1, 19, 1*]
JOSE AGUSTIN	M	[1]
MANUEL MARIA	M	[1]
JORGE ANTONIO	M	[1]
FERNANDO JAVIER	M	[1]
JON ANDER	M	[1]
JOSE RICARDO	M	[1]
JUAN SEBASTIAN	M	[1, 2]
RICHARD	M	[1, 16, 6, 2, 4, 5, 1*]
ANGEL ANTONIO	M	[1]
GIOVANNI	M	[1, 11, 6, 2, 4, 5, 1*]
DUMITRU	M	[1, 1*]
CARLOS JESUS	M	[1]
VICTOR HUGO	M	[1]
OLEKSANDR	M	[1]
LUIS JOSE	M	[1]
URKO	M	[10, 4, 5, 19, 1, 6]
INOCENCIO	M	[9, 11, 12, 17, 4, 5, 18, 1, 16, 6, 14, 1*]
ANDRES FELIPE	M	[1]
YAHYA	M	[1*, 1, 2]
GENIS	M	[3, 1, 8, 2]
IBRAHIMA	M	[1*, 1, 2]
MOHAMMAD	M	[1*, 1, 2]
WALID	M	[1*, 1, 2]
LEON	M	[9, 11, 12, 15, 17, 2, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
CESAR AUGUSTO	M	[1]
MOSTAFA	M	[1, 2]
PRIMITIVO	M	[9, 11, 7, 4, 5, 18, 1, 16, 6, 14, 1*]
CONRADO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
JACOB	M	[11, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
ABDELLATIF	M	[1]
XAVI	M	[3, 1, 2]
BRAULIO	M	[9, 11, 7, 12, 4, 5, 18, 1, 16, 6, 3, 1*]
GENARO	M	[11, 12, 4, 5, 1, 16, 6, 3, 1*]
IONEL	M	[1, 5, 1*]
EFREN	M	[9, 12, 2, 4, 5, 18, 1, 16, 6, 3, 1*]
JUAN CRUZ	M	[1, 5]
TONI	A	[3, 1, 6, 2, 5, 8, 1*]
BAUTISTA	A	[9, 11, 7, 17, 4, 5, 7*, 18, 1, 16, 6, 3, 14, 1*]
YERAI	A	[1, 2]
ABDERRAHMAN	M	[1, 2]
MOURAD	M	[1, 2]
HUMBERTO	M	[9, 11, 7, 12, 17, 4, 5, 1, 6, 3, 1*]
ABDELILAH	M	[1]
JOHN	M	[18, 1, 6, 2, 4, 5, 1*]
VOLODYMYR	M	[1]
JOSE JULIO	M	[1]
VLADIMIR	M	[11, 2, 4, 5, 1, 6, 3, 1*]
CARLOS MIGUEL	M	[1]
JULIO ALBERTO	M	[1]
ARTUR	M	[9, 15, 2, 19, 8, 1, 3, 1*]
PRUDENCIO	M	[9, 11, 7, 15, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
JOSE GREGORIO	M	[1]
DELFIN	M	[9, 11, 4, 5, 18, 1, 6, 3, 1*]
KAMAL	M	[1, 6, 2, 4, 5, 1*]
NEMESIO	M	[9, 11, 4, 5, 19, 18, 1, 16, 6, 1*]
CARLOS EDUARDO	M	[1]
PABLO ANTONIO	M	[1]
AGUSTI	M	[15, 2, 4, 5, 8, 1, 6, 3, 1*]
RUBEN DARIO	M	[1]
ANTONIO ANGEL	M	[1]
EKAITZ	M	[1, 19, 2]
TARIK	M	[1, 6, 2, 5, 1*]
HERNAN	M	[11, 7, 17, 4, 5, 1, 6, 1*]
AGAPITO	M	[9, 11, 7, 12, 17, 4, 5, 18, 1, 16, 6, 3, 1*]
ERICK	M	[1, 11, 2, 4, 1*]
LEONCIO	M	[9, 11, 17, 4, 5, 18, 1, 16, 6, 1*]
FAUSTO	M	[9, 11, 7, 17, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
INDALECIO	M	[9, 11, 7, 4, 5, 1, 6, 18*, 1*]
ACHRAF	M	[1*, 1, 2]
ESTEVE	M	[3, 1, 11, 2, 15, 8, 1*]
LLORENÇ	M	[3, 1, 2, 15, 8, 1*]
SECUNDINO	M	[9, 4, 5, 18, 1, 16, 6, 1*]
PEDRO FRANCISCO	M	[1]
ANGEL JESUS	M	[1]
ILYAS	M	[1, 2]
SALAH	M	[1, 2*, 1*]
LUIS MARIANO	M	[1]
MARK	M	[1, 6, 2, 4, 5, 1*]
ANTONIO RAMON	M	[1]
FRANCESCO	M	[1, 11, 6, 2, 4, 5, 1*]
AMIN	M	[11, 2, 4, 5, 2*, 1, 6, 3, 1*]
